GeneId,HC_RNA_S153,IBM-Neg_S152,IBM-Pos_S151,UT_RNA_S154
KRT76,0,0,0,0
KRT3,0,0,0,0
KRT4,0,0,0,0
KRT79,0,0,0,0
KRT78,0,0,0,0
KRT8,0,2,0,0
KRT18,0,97,146,10
EIF4B,9766,11388,11250,17163
AC068888.1,0,82,25,1
TNS2,209,197,25,125
SPRYD3,77,990,458,796
IGFBP6,15867,15980,16223,4182
SOAT2,0,0,0,0
CSAD,1,15,0,0
AC073573.1,0,0,0,0
ZNF740,915,795,1627,121
ITGB7,0,0,0,0
RARG,102,210,672,10
AC021072.1,0,0,0,0
MFSD5,1300,1506,1890,606
ESPL1,78,8,1,0
PFDN5,13636,13978,8405,6155
AC073611.1,787,906,541,359
C12orf10,333,698,109,476
AAAS,23,438,113,0
SP7,0,0,0,0
SP1,3954,1105,738,564
AMHR2,0,0,0,0
PRR13,1712,2046,2392,797
PCBP2,14849,10682,10560,5557
MAP3K12,6,123,144,97
AC023509.4,0,0,0,0
TARBP2,319,1067,1931,2684
AC023509.3,0,0,0,0
NPFF,0,0,0,0
ATF7,431,685,441,1183
AC023509.2,0,0,0,0
ATP5MC2,2241,2870,2779,1888
CALCOCO1,1256,564,1048,225
CISTR,0,0,0,0
AC076968.1,0,0,0,0
HOXC13-AS,0,0,6,0
HOXC13,0,2,0,0
HOXC12,0,0,0,0
HOTAIR,2041,45,14,19
HOXC11,173,299,198,184
HOXC10,4,103,102,112
AC012531.3,0,0,0,0
HOXC6,214,173,189,167
HOXC9,0,41,24,29
HOXC-AS1,0,27,38,62
HOXC8,343,193,104,51
HOXC4,0,1,11,0
AC012531.1,0,1,1,137
HOXC5,0,17,0,0
AC023794.1,0,5,3,0
AC023794.3,0,0,0,0
AC023794.4,0,0,0,0
SMUG1,1384,608,1354,228
LINC02381,0,53,257,1
SMUG1-AS1,0,0,10,0
AC023794.7,0,0,0,0
AC023794.6,0,0,0,0
AC023794.2,0,0,0,0
CBX5,13808,7852,8897,5993
AC078778.1,47,2,0,0
HNRNPA1,4862,2657,2734,1316
NFE2,0,0,0,0
COPZ1,5593,4728,4940,4659
AC079313.2,0,2,0,0
AC079313.1,0,0,0,0
GPR84,0,9,34,0
ZNF385A,3,1,1,0
ITGA5,2198,2005,4826,262
LINC01154,0,0,0,0
GTSF1,0,0,0,0
NCKAP1L,0,0,0,0
AC068789.1,0,0,0,0
PDE1B,0,0,0,0
PPP1R1A,0,0,0,0
LACRT,0,0,0,0
DCD,0,0,0,0
AC079310.1,0,0,0,0
MUCL1,0,0,0,0
TESPA1,0,0,0,0
AC027287.2,0,0,0,0
NEUROD4,0,0,0,0
OR9K2,0,0,0,0
OR10A7,0,0,0,0
OR6C74,0,0,0,0
OR6C6,0,0,0,0
OR6C1,0,0,0,0
OR6C3,0,0,0,0
OR6C75,0,0,0,0
OR6C65,0,0,0,0
OR6C76,0,0,0,0
AC122685.1,0,0,0,0
OR6C2,0,0,0,0
OR6C70,0,0,0,0
OR6C68,0,0,0,0
OR6C4,0,0,0,0
OR2AP1,0,0,0,0
OR10P1,0,0,0,0
AC009779.5,0,0,0,0
METTL7B,87,22,7,5
ITGA7,1607,1031,2049,969
AC009779.3,1,0,366,0
BLOC1S1,1297,1258,1239,858
RDH5,0,96,1,0
CD63,174439,151692,204303,125408
AC009779.2,0,5,0,0
GDF11,1039,914,1317,1244
SARNP,4,0,0,0
AC023055.1,0,0,0,0
ORMDL2,589,454,304,1777
DNAJC14,11,82,0,0
MMP19,43,777,220,230
PYM1,533,200,309,39
DGKA,1,120,141,0
PMEL,0,0,0,0
CDK2,318,201,89,6
AC025162.1,0,0,0,0
RAB5B,411,725,452,1048
SUOX,80,238,11,15
IKZF4,1,15,44,0
AC034102.8,0,0,0,0
AC034102.3,0,0,0,0
RPS26,46,98,71,0
ERBB3,0,277,2,1
AC034102.2,0,0,0,0
PA2G4,730,659,1455,173
AC034102.4,0,0,0,0
RPL41,2265,2522,2309,1657
ZC3H10,199,216,312,0
ESYT1,11532,4117,5654,6102
AC034102.7,0,0,0,0
AC034102.6,0,0,0,0
AC034102.5,0,0,0,0
MYL6B,1859,4093,3076,4300
MYL6,94276,102845,119461,65628
SMARCC2,560,304,443,382
RNF41,1662,1172,1157,934
NABP2,357,156,10,481
SLC39A5,0,0,0,0
ANKRD52,2018,858,1643,662
COQ10A,710,247,293,0
AC073896.5,0,0,0,0
CS,1848,1528,1996,2326
AC073896.1,0,0,0,0
AC073896.2,0,0,23,0
AC073896.3,29,133,0,84
CNPY2,912,556,544,358
PAN2,71,151,517,2135
IL23A,0,6,0,0
STAT2,29857,20778,23469,16712
APOF,0,0,2,0
AC024884.2,0,0,0,0
TIMELESS,243,575,443,8
MIP,0,0,0,1
SPRYD4,2647,91,1599,79
GLS2,0,0,0,0
RBMS2,1504,1511,1088,144
BAZ2A,271,470,790,655
ATP5F1B,13690,17445,15431,7227
PTGES3,9186,7718,6392,3364
NACA,28185,26837,25210,19705
PRIM1,632,715,92,1
HSD17B6,0,38,343,11
SDR9C7,0,0,0,0
RDH16,0,0,0,0
GPR182,0,0,0,0
ZBTB39,142,173,76,0
TAC3,0,0,0,0
MYO1A,0,0,0,0
NEMP1,978,170,874,7
NAB2,1561,2254,2447,1400
STAT6,6333,5836,6813,3143
LRP1,16346,6192,15339,3771
LRP1-AS,0,0,0,0
NXPH4,0,2,7,0
SHMT2,4963,6026,2974,1925
AC137834.2,0,0,0,0
NDUFA4L2,0,2,1,0
STAC3,0,8,30,0
AC137834.1,0,0,0,0
R3HDM2,440,2210,1102,95
AC126614.1,0,0,0,0
INHBC,0,0,0,0
INHBE,0,12,3,0
GLI1,0,0,0,0
ARHGAP9,0,0,0,0
MARS,7525,1744,1845,4509
DDIT3,561,498,1036,589
AC022506.1,0,0,0,0
MBD6,6,44,121,464
DCTN2,8507,5802,6184,2033
KIF5A,0,0,0,0
PIP4K2C,845,244,455,42
DTX3,2,82,45,459
ARHGEF25,4,25,3,139
AC025165.1,0,0,0,0
SLC26A10,0,0,0,0
B4GALNT1,37,33,6,0
OS9,1160,830,1652,962
AC025165.2,0,0,0,0
AGAP2,0,0,0,0
AGAP2-AS1,19,36,31,18
TSPAN31,422,379,93,1174
CDK4,449,234,241,35
MARCH9,27,197,192,40
CYP27B1,0,0,0,0
METTL1,114,65,1058,1953
EEF1AKMT3,486,216,266,98
AC025165.3,0,0,0,0
TSFM,0,504,339,1
AVIL,0,2,114,0
AC025165.5,0,21,430,0
AC025165.4,0,22,0,0
CTDSP2,6289,4171,1883,1486
AC083805.2,0,0,0,0
AC083805.1,0,0,0,0
AC083805.3,0,0,0,0
AC084033.3,0,557,735,104
ATP23,346,390,279,0
LINC02403,0,0,0,0
AC020637.1,0,0,0,0
LINC02388,0,0,0,0
LRIG3,917,573,415,547
AC068305.2,0,0,0,0
AC108721.1,0,0,0,0
LINC02448,0,0,0,0
SLC16A7,477,784,363,75
AC080011.1,0,0,0,0
FAM19A2,0,3,0,0
USP15,2877,2221,3750,634
MON2,244,891,1965,128
AC079035.1,0,0,0,0
LINC01465,1,0,0,2
AC048341.1,434,593,144,1
AC048341.2,0,2,179,0
PPM1H,0,211,592,58
AC078814.1,0,0,0,0
AVPR1A,0,0,0,0
AC026116.1,0,0,0,0
DPY19L2,32,16,0,49
AC084357.2,0,3,0,0
RXYLT1,470,394,805,664
RXYLT1-AS1,0,0,0,0
SRGAP1,1212,1750,3014,2765
AC020611.2,168,0,1,0
AC025576.2,0,0,0,0
AC025576.1,0,0,0,0
C12orf66,323,685,30,588
C12orf56,0,0,0,0
XPOT,7309,5619,4397,1750
AC135279.3,0,16,0,0
TBK1,385,665,1088,120
RASSF3,361,647,1017,397
AC078962.2,0,0,0,0
AC078962.4,0,0,0,0
AC078962.3,0,0,0,0
GNS,13576,7595,11025,10453
AC025262.1,0,0,0,0
TBC1D30,0,0,0,0
LINC02389,0,0,0,0
LINC02231,0,0,0,0
AC135895.1,0,0,0,0
WIF1,29,0,0,0
LEMD3,46,275,1686,6
MSRB3,456,3073,2643,3313
AC025419.1,0,22,0,0
AC090023.1,0,0,0,0
LINC02454,57,102,47,0
AC090023.2,117,0,0,0
HMGA2,3173,4891,2632,1218
AC090673.1,100,187,47,349
AC090673.2,0,0,119,0
LINC02425,0,0,0,0
LLPH,1305,1169,1016,284
AC078927.1,0,0,0,0
LLPH-DT,0,0,0,0
TMBIM4,1461,2050,2965,855
IRAK3,1880,568,362,193
AC078889.1,0,0,0,0
HELB,85,12,0,0
GRIP1,0,15,0,0
AC073530.1,0,0,0,0
CAND1,8776,8085,8828,3867
LINC02420,0,0,0,0
LINC02408,0,0,0,0
LINC02442,0,0,0,0
DYRK2,3363,2641,2714,4101
AC078777.1,29,0,8,42
LINC02421,0,0,67,0
LINC01479,0,0,0,0
IFNG-AS1,0,0,0,0
IFNG,0,0,0,0
IL26,170,1,0,0
IL22,0,0,0,0
MDM1,1739,435,625,5
LINC02384,0,0,0,0
AC022511.1,0,0,0,0
AC008033.3,0,0,0,0
RAP1B,2034,2628,2925,3089
AC090061.1,0,0,0,0
NUP107,2166,1402,1724,247
SLC35E3,392,655,143,14
MDM2,6362,11712,9094,7953
AC025423.1,0,0,0,0
AC025423.4,0,0,0,0
CPM,48,1192,22,157
AC127894.1,0,0,0,0
CPSF6,7725,1548,3266,2441
AC020656.2,1,1,1,0
LYZ,4,1,1,6
AC020656.1,0,0,0,0
YEATS4,1248,379,1872,8
LINC02373,0,0,0,0
FRS2,2926,1568,505,392
CCT2,2435,3289,4128,2780
LRRC10,0,0,0,0
BEST3,0,4,56,0
AC025263.1,15,0,0,0
RAB3IP,677,246,377,38
AC025263.2,0,0,0,0
MYRFL,0,11,0,0
AC025159.1,189,47,320,0
AC078922.1,0,0,0,0
AC084032.1,0,0,0,0
LINC01481,0,2,15,0
CNOT2,2196,1634,2724,373
KCNMB4,1022,203,1935,11
AC025569.1,0,4,0,0
PTPRB,1969,752,516,33
AC083809.1,0,0,0,0
PTPRR,1,76,314,1
AC123905.1,0,0,0,0
AC025575.1,0,0,0,0
AC025575.2,0,0,0,0
TSPAN8,0,0,0,0
LGR5,0,28,0,0
AC078860.1,0,0,0,0
ZFC3H1,115,268,874,36
THAP2,0,333,233,0
AC073612.1,0,0,0,0
TMEM19,374,3341,2382,2910
AC011601.1,0,0,0,0
RAB21,4557,6239,3255,5875
AC089984.1,0,0,0,0
TBC1D15,4868,1848,2612,946
TPH2,0,0,0,0
AC090109.1,0,0,0,0
TRHDE,0,123,0,0
AC133480.1,0,0,0,0
LINC02444,0,0,0,0
AC090503.1,0,0,0,0
LINC02445,0,0,0,0
AC136188.1,0,0,0,0
LINC02394,0,0,0,0
AC090502.1,0,0,0,0
AC090502.3,0,0,0,0
ATXN7L3B,581,783,1757,374
AC025257.1,0,0,0,0
AC073525.1,0,0,0,0
KCNC2,0,0,1,0
AC091534.1,0,0,0,0
CAPS2,0,39,463,1388
GLIPR1L1,0,0,0,0
GLIPR1L2,0,60,0,0
GLIPR1,3980,2307,3556,3569
AC121761.1,0,1,469,9
KRR1,3892,2603,2649,3130
AC078923.1,0,0,6,0
AC078820.1,0,0,83,0
AC011611.2,0,0,0,0
PHLDA1,25531,23765,23399,13462
AC011611.3,0,0,0,0
AC011611.4,0,0,0,0
NAP1L1,10792,13324,12753,4209
LINC02407,0,8,0,0
BBS10,71,1409,451,35
OSBPL8,10420,10116,7916,5772
AC107032.2,0,0,0,0
ZDHHC17,3414,1165,3427,2270
CSRP2,71,832,1707,184
AC124784.1,0,0,0,0
E2F7,1381,677,497,218
LINC02464,0,0,0,0
NAV3,2911,1840,1763,435
AC073591.1,0,0,0,3
AC138331.1,0,0,0,0
AC073571.1,0,2,0,0
LINC02424,0,0,0,0
AC128707.1,0,0,0,0
AC130415.1,0,0,0,0
AC079362.1,0,0,0,0
AC068993.2,0,0,0,0
SYT1,556,2,652,390
AC090709.1,0,0,0,0
AC027288.3,0,28,0,0
AC027288.1,0,0,0,0
PAWR,2092,3200,1145,564
AC073569.2,0,0,0,0
PPP1R12A,5380,3533,3855,6495
AC073569.1,0,17,0,0
OTOGL,0,0,0,0
PTPRQ,0,8,0,2
AC074031.1,0,0,0,0
MYF6,211,33,90,43
MYF5,4232,2065,1707,1773
LINC01490,0,0,0,0
LIN7A,249,399,218,0
ACSS3,915,668,1328,17
AC078955.1,0,0,0,0
PPFIA2,0,32,0,0
PPFIA2-AS1,0,0,0,0
AC069228.1,0,0,0,0
LINC02426,0,0,0,0
CCDC59,9,250,531,92
METTL25,0,366,401,0
AC089998.4,0,0,0,0
AC089998.2,0,0,0,0
AC089998.1,0,0,0,0
TMTC2,31,64,1,0
AC090680.1,0,0,0,0
AC093025.1,0,0,0,0
AC090679.2,0,0,0,0
AC090679.1,0,0,0,0
SLC6A15,6672,4920,5505,1
TSPAN19,0,7,305,0
LRRIQ1,0,0,0,1
AC133794.1,0,0,0,0
ALX1,0,0,0,0
AC131532.1,0,0,0,0
RASSF9,1,468,1057,51
NTS,0,0,0,0
MGAT4C,0,0,0,0
AC016993.1,0,0,0,0
AC010196.1,0,0,0,0
LINC02258,0,0,0,0
AC079598.1,0,0,0,0
C12orf50,0,1,1,4
C12orf29,525,1584,2029,830
CEP290,36,448,26,4
TMTC3,46049,42407,56712,27297
KITLG,3820,2691,953,316
AC024941.2,0,0,0,0
AC024941.1,0,0,0,0
LINC02458,0,0,0,0
AC024909.1,0,0,0,0
DUSP6,1834,1895,1506,2807
AC024909.2,0,0,72,0
AC010201.2,0,0,0,0
AC010201.1,0,0,0,0
POC1B,766,667,232,1016
GALNT4,0,0,0,0
POC1B-GALNT4,0,0,0,0
POC1B-AS1,0,75,8,0
AC025034.1,1,74,9,0
ATP2B1,11581,9890,9346,9486
ATP2B1-AS1,3,136,3,0
AC084200.1,0,0,0,0
LINC02399,0,0,0,0
AC126178.1,0,0,0,0
LINC02392,0,2,0,0
AC084365.1,0,0,0,0
AC112481.1,0,0,0,0
CCER1,0,0,0,0
LINC00615,0,0,0,0
EPYC,0,94,0,0
KERA,0,0,0,0
LUM,140966,96145,143951,102371
DCN,37293,25463,30313,12221
AC025035.1,0,0,0,0
AC126175.1,0,0,0,0
AC025254.1,0,0,0,0
LINC02404,0,0,0,0
AC090049.1,0,0,0,0
BTG1,19407,19597,15956,14301
AC025164.1,0,0,6,70
LINC02391,0,0,0,0
CLLU1OS,0,0,0,0
AC063949.2,0,0,0,0
LINC02397,0,65,0,0
C12orf74,0,0,0,0
PLEKHG7,0,0,0,0
EEA1,2373,2223,1624,196
LINC02413,0,0,0,0
AC138123.1,0,1,0,0
AC138123.2,0,0,0,0
LINC02412,0,0,13,0
AC124947.1,0,1,0,0
NUDT4,1819,2232,1243,886
UBE2N,2587,2930,3890,689
MRPL42,3160,2474,1192,1531
SOCS2,0,295,2,1
CRADD,358,323,212,8
AC012085.2,0,0,0,0
AC012464.1,0,0,0,0
AC012464.3,0,0,0,0
PLXNC1,1684,1109,1179,256
AC123567.2,0,0,0,0
AC073655.1,0,0,0,0
AC073655.2,0,0,0,0
CEP83,188,133,10,0
CEP83-DT,0,141,0,0
AC023161.1,0,0,0,0
TMCC3,4,92,3,329
NDUFA12,1888,4783,3795,1076
NR2C1,65,820,350,116
FGD6,212,231,38,1
VEZT,3691,2269,2621,439
AC084879.2,0,0,0,0
METAP2,2625,5217,2194,69
USP44,0,0,132,0
NTN4,5326,7375,6168,5399
AC090001.1,0,0,0,0
LINC02410,0,0,0,0
SNRPF,286,444,661,0
CCDC38,0,0,0,0
AMDHD1,0,4,0,0
HAL,0,0,0,0
AC007298.2,0,0,0,0
LTA4H,152,1287,878,489
AC007298.1,0,0,0,0
LINC02452,0,4,1,0
ELK3,5312,2933,5546,2847
AC008149.1,0,15,0,0
CDK17,930,1454,1582,338
AC007513.1,0,0,0,0
CFAP54,7,60,216,0
NEDD1,1054,901,755,22
AC007656.1,0,0,0,0
AC013417.1,0,0,0,0
LINC02409,0,0,0,0
AC016152.1,0,0,0,0
LINC02453,0,0,46,0
TMPO-AS1,0,0,0,0
TMPO,3752,3910,3950,2503
SLC25A3,33448,26916,29755,21525
IKBIP,4571,3955,7251,1452
APAF1,2,684,102,5
ANKS1B,0,0,0,0
AC069437.1,0,0,0,0
AC117377.1,0,0,0,0
FAM71C,0,0,0,0
UHRF1BP1L,2723,2433,962,251
AC010203.2,0,0,0,0
ACTR6,8,639,51,0
DEPDC4,1,5,5,11
SCYL2,3340,2649,4116,2446
SLC17A8,0,0,0,0
NR1H4,0,0,0,0
GAS2L3,62,211,636,102
ANO4,0,0,0,0
AC138360.1,0,0,0,0
AC063947.1,0,0,0,0
SLC5A8,0,0,0,0
UTP20,660,247,571,153
ARL1,8941,7287,9123,4846
AC063948.1,0,0,0,0
SPIC,0,0,0,0
MYBPC1,0,14,5,0
AC117505.1,0,0,0,0
AC010205.1,0,0,0,0
CHPT1,1973,2591,2154,2691
SYCP3,23,0,0,0
GNPTAB,7873,4301,4362,3300
DRAM1,13402,12939,13128,11559
AC084398.2,0,0,0,0
AC079907.2,0,0,0,0
WASHC3,4298,4318,1308,2283
AC079907.1,0,0,0,0
NUP37,1498,491,484,100
PARPBP,169,192,416,0
PMCH,0,0,17,0
LINC02456,0,0,0,0
IGF1,408,134,97,13
LINC00485,0,0,0,0
PAH,0,0,0,0
ASCL1,0,0,0,0
AC068643.1,0,0,0,0
AC068643.2,0,0,0,0
C12orf42,0,0,0,0
LINC02401,0,0,0,0
STAB2,0,1,0,0
AC025265.2,0,0,0,0
AC025265.3,0,0,0,0
AC025265.1,0,35,0,0
NT5DC3,2075,1442,2084,18
AC012555.2,0,0,0,0
AC012555.1,0,0,0,0
HSP90B1,15771,6520,9972,5293
C12orf73,120,176,848,2
TDG,370,271,482,689
GLT8D2,47,888,142,871
HCFC2,4495,373,898,456
NFYB,1260,697,1182,37
LINC02385,0,0,0,0
TXNRD1,7341,9147,8526,8511
AC089983.1,0,73,222,0
EID3,0,154,88,0
CHST11,947,693,313,473
SLC41A2,3281,782,1359,13
C12orf45,925,129,13,110
ALDH1L2,2436,2209,2435,1795
AC016257.1,0,1,0,0
WASHC4,2049,1824,2123,2755
APPL2,1184,820,746,196
C12orf75,7926,8387,11971,3041
AC011313.1,0,0,0,0
CASC18,0,1,0,0
AC011595.2,0,0,0,0
NUAK1,1761,1390,1595,77
AC011595.1,0,0,0,0
CKAP4,42107,31837,47531,12703
AC079174.2,0,0,0,0
TCP11L2,23,557,691,3
POLR3B,1425,152,1486,390
AC079385.1,0,6,0,0
RFX4,0,0,0,0
AC079385.2,0,0,0,0
AC079385.3,0,0,0,0
RIC8B,67,715,498,983
AC007541.1,2,127,533,30
TMEM263,10074,15953,14970,6676
MTERF2,1291,212,631,259
CRY1,911,1744,1710,1701
AC078929.1,0,0,0,0
BTBD11,0,16,0,0
AC007540.1,0,0,0,0
PWP1,4700,1844,3643,2349
PRDM4,2916,1157,568,716
AC007622.2,0,2,0,0
ASCL4,0,0,0,0
AC126177.2,0,0,0,0
AC126177.8,0,0,0,0
AC126177.4,0,0,0,0
WSCD2,0,0,0,0
CMKLR1,3,32,51,932
LINC01498,0,0,0,0
FICD,221,814,607,0
SART3,6197,4629,3412,3455
ISCU,1119,2935,996,2524
TMEM119,898,1041,1232,714
SELPLG,0,6,1,0
AC007569.1,0,0,0,0
CORO1C,7456,7369,7829,4108
SSH1,1350,1638,2121,2796
DAO,0,0,0,0
SVOP,1,0,0,0
USP30,0,297,259,721
USP30-AS1,0,45,0,0
ALKBH2,7,380,74,0
UNG,1373,693,692,122
ACACB,21,18,224,137
FOXN4,0,0,0,0
MYO1H,0,3,1,0
LINC01486,0,0,0,0
AC007570.1,0,7,0,0
KCTD10,4417,5905,7071,9851
UBE3B,2033,3018,2511,421
MMAB,662,2037,2621,2652
MVK,98,383,276,142
FAM222A,0,0,0,0
FAM222A-AS1,0,0,0,0
TRPV4,0,146,0,1
GLTP,2691,4050,5155,3518
AC007834.1,0,0,0,0
TCHP,501,521,141,60
GIT2,635,677,276,561
AC084876.1,0,0,0,0
ANKRD13A,1974,1478,3051,2181
C12orf76,413,499,194,1068
IFT81,479,620,1625,494
ATP2A2,5077,3567,6530,2176
ANAPC7,3833,1477,2820,3919
ARPC3,1000,955,1360,110
GPN3,27,1186,1379,0
FAM216A,1536,1246,963,277
VPS29,4301,7019,4583,1895
RAD9B,0,0,0,0
PPTC7,604,2500,1845,108
TCTN1,1490,877,594,201
HVCN1,0,22,2,0
PPP1CC,3451,2367,2044,1050
AC002375.1,0,0,0,0
CCDC63,0,0,0,0
MYL2,46,733,1227,0
LINC01405,0,8,0,0
AC002351.1,0,0,4,0
CUX2,0,0,0,0
PHETA1,1188,2471,4022,20
LINC02356,0,0,0,0
SH2B3,3730,2737,3900,7419
ATXN2,1561,779,920,91
ATXN2-AS,0,0,0,0
BRAP,2752,1049,1742,13
ACAD10,1878,763,1259,828
AC002996.1,0,0,0,0
ALDH2,4324,6211,4760,3354
MAPKAPK5-AS1,909,312,397,566
MAPKAPK5,2599,1533,1811,463
TMEM116,115,228,202,441
ERP29,3155,2281,3467,2342
AC073575.2,22,0,0,0
NAA25,2515,2782,1729,293
AC073575.1,0,0,0,0
TRAFD1,2713,1767,2701,645
HECTD4,42,715,272,91
AC004217.1,0,0,0,0
RPL6,15894,15304,15292,11547
PTPN11,10047,14805,15068,7520
RPH3A,0,0,0,0
OAS1,1,2,2,12
AC004551.1,0,0,0,0
OAS3,229,347,143,595
OAS2,964,574,262,0
DTX1,0,13,0,0
RASAL1,0,0,0,0
CFAP73,0,0,0,0
DDX54,2034,1924,2578,2750
RITA1,25,467,7,1
AC089999.1,0,0,0,0
IQCD,0,0,0,0
TPCN1,315,386,672,288
SLC8B1,5,382,68,1346
PLBD2,3604,2161,2322,1574
SDS,0,0,0,0
SDSL,451,733,536,282
LHX5,0,0,0,0
LHX5-AS1,0,0,0,0
LINC01234,0,0,0,0
RBM19,301,505,40,475
AC073863.1,0,0,0,0
AC010183.1,0,0,0,0
AC010183.2,0,0,0,0
LINC02459,0,0,0,0
TBX5,0,0,0,2
TBX5-AS1,1,100,3,8
AC010177.1,0,0,0,0
TBX3,316,587,800,1
AC026765.2,0,0,0,0
AC026765.1,0,0,0,0
AC009804.2,0,0,0,0
AC008125.1,0,0,0,0
AC078880.1,0,0,0,0
AC078880.3,0,0,0,0
AC078880.4,0,0,0,0
AC078880.5,0,0,0,0
AC078880.2,0,0,0,0
AC009803.2,0,0,0,0
AC009803.3,0,0,0,0
AC009803.1,0,1,0,0
AC009387.1,0,0,0,0
LINC02463,0,0,0,0
MED13L,5315,1777,2868,2009
AC012157.1,0,0,0,0
AC079384.1,0,0,0,0
LINC02457,0,0,0,0
MAP1LC3B2,21,51,80,34
AC125603.4,1,0,0,0
AC125603.3,0,0,0,0
AC125603.2,0,0,0,0
AC125603.1,0,0,0,0
C12orf49,1422,3542,781,867
RNFT2,112,213,314,319
AC083806.3,0,0,0,0
HRK,4,31,12,4
FBXW8,273,295,58,629
AC083806.2,0,0,0,0
AC127164.1,1,41,0,0
TESC,0,0,0,0
TESC-AS1,0,0,0,0
FBXO21,2095,5778,1901,3687
NOS1,0,0,0,0
AC073864.1,0,0,0,0
KSR2,0,0,0,0
AC084291.1,0,0,0,0
RFC5,20,158,290,0
AC131159.2,25,4,0,0
WSB2,7778,10127,15370,7701
AC131159.1,0,0,0,0
VSIG10,744,440,241,672
AC131238.1,0,0,0,0
PEBP1,15764,11132,9506,9260
TAOK3,388,583,947,1833
AC026367.1,0,0,0,5
SUDS3,652,1004,980,1143
AC026367.3,0,1,0,0
AC026367.2,0,0,0,0
LINC02460,0,0,0,0
LINC02423,0,0,0,0
LINC02440,0,0,0,0
LINC02439,0,0,0,0
AC087863.1,0,0,0,0
SRRM4,0,0,0,0
AC084361.1,0,0,0,0
AC084880.4,0,0,0,0
HSPB8,1600,2028,3249,2246
AC084880.3,0,0,0,0
AC084880.2,0,0,0,0
LINC00934,0,0,0,0
CCDC60,0,0,0,0
AC002070.1,0,0,0,0
TMEM233,1140,404,478,622
PRKAB1,1330,272,950,999
CIT,598,177,253,2
AC002563.1,0,5,0,0
BICDL1,0,0,0,0
RAB35,196,446,510,322
AC004812.2,0,56,124,0
GCN1,6154,2955,4198,2482
RPLP0,8337,9431,8021,4422
PXN-AS1,0,32,17,0
PXN,13103,4549,5317,4067
AC004263.1,0,0,0,0
SIRT4,0,21,26,0
PLA2G1B,0,0,0,0
MSI1,0,0,0,0
AC003982.1,0,0,0,0
COX6A1,9886,7714,10046,3136
AL021546.1,0,0,0,0
TRIAP1,708,1696,1097,4003
GATC,448,580,423,959
SRSF9,3017,1990,2888,967
DYNLL1,20030,19054,18537,10101
NRAV,88,10,0,0
AC063943.1,0,0,0,0
COQ5,1591,951,2502,3482
RNF10,3672,4901,5324,6618
POP5,5656,2062,3219,117
AC125616.1,0,0,0,0
CABP1,0,0,0,0
MLEC,8681,9704,11723,11138
AC069234.2,0,0,0,0
AC069234.5,0,0,0,0
AC069234.4,0,0,0,0
UNC119B,386,1811,412,2081
AC069234.3,0,0,0,0
ACADS,512,178,15,501
AC069234.1,0,0,0,0
SPPL3,472,1519,606,162
HNF1A,7,1,0,0
C12orf43,24,315,20,16
OASL,0,0,0,0
P2RX7,0,29,11,1
AC069209.1,0,0,0,0
P2RX4,375,371,160,494
CAMKK2,1506,665,864,901
ANAPC5,1490,2416,2810,1788
AC048337.1,0,0,0,0
RNF34,3033,387,2312,72
KDM2B,11,278,1440,0
AC145422.1,0,0,0,0
ORAI1,8,170,10,0
MORN3,4,0,0,1
TMEM120B,167,583,430,591
RHOF,0,1,0,0
LINC01089,20,7,5,0
AC084018.1,0,0,0,0
AC084018.2,0,0,0,0
SETD1B,631,89,275,198
HPD,0,0,0,0
AC079360.1,0,0,0,0
AC069503.3,0,0,0,0
PSMD9,2587,991,1154,670
AC069503.2,0,0,0,0
WDR66,168,19,3,0
AC069503.1,0,0,0,0
BCL7A,14,232,125,30
MLXIP,4427,3503,1999,951
LRRC43,0,39,1,0
IL31,0,0,0,0
B3GNT4,0,0,0,0
DIABLO,0,1,0,0
DIABLO.1,1,65,0,1
AC048338.1,0,0,0,0
VPS33A,1024,1942,2260,630
CLIP1,499,1228,864,2
CLIP1-AS1,0,0,0,0
ZCCHC8,47,575,45,4
AC127002.1,0,0,0,0
RSRC2,6686,3272,6209,923
KNTC1,650,404,192,0
AC026333.4,0,0,0,0
AC026333.3,0,0,0,0
HCAR2,0,0,0,0
HCAR3,0,0,0,0
HCAR1,0,0,0,0
DENR,5148,4107,6142,4196
CCDC62,0,1,5,0
HIP1R,16,183,100,71
VPS37B,1684,243,401,607
AC027290.1,0,0,0,0
ABCB9,105,8,0,27
OGFOD2,12,21,112,108
ARL6IP4,8191,7515,8205,3554
PITPNM2,115,25,1,1
PITPNM2-AS1,0,0,0,2
MPHOSPH9,1,427,878,256
C12orf65,1025,528,902,1904
AC068768.1,22,2,425,1
CDK2AP1,9909,10140,16234,10202
AC068768.2,0,0,0,0
SBNO1,5333,6048,2538,2627
AC137767.1,0,27,0,1171
KMT5A,949,286,209,106
RILPL2,31,288,35,34
SNRNP35,20,91,444,372
RILPL1,655,40,79,0
AC055713.1,10,2,1,4
TMED2,17051,16318,23900,9905
DDX55,696,140,503,0
EIF2B1,2531,1043,349,170
GTF2H3,1296,950,1865,237
TCTN2,190,183,291,64
AC117503.1,0,0,0,0
ATP6V0A2,384,746,1081,232
DNAH10,0,19,8,29
CCDC92,203,234,235,1
AC079315.1,217,325,75,48
DNAH10OS,1782,14,35,123
ZNF664,10844,6684,8637,6368
RFLNA,0,4,0,643
AC068790.8,0,0,0,0
